	feature_id	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class
1063	462	3.0	0.36302614	ISDB	http://www.wikidata.org/entity/Q105249727	SBUNCVPZQXOWKJ-WDZSVEBTSA-N	InChI=1S/C16H25ClO6/c1-9(2)11-4-5-16(22,8-17)13(14(19)20)12(11)6-10(7-18)15(21)23-3/h6,9,11-13,18,22H,4-5,7-8H2,1-3H3,(H,19,20)/b10-6+/t11-,12-,13-,16-/m1/s1	COC(=O)/C(=C/[C@H]1[C@H](C(=O)O)[C@](O)(CCl)CC[C@@H]1C(C)C)CO	C16H25ClO6	nan	348.1339662	(1S,2S,5R,6S)-2-(chloromethyl)-2-hydroxy-6-[(1E)-2-(hydroxymethyl)-3-methoxy-3-oxoprop-1-en-1-yl]-5-isopropylcyclohexane-1-carboxylic acid	SBUNCVPZQXOWKJ	Terpenoids	Sesquiterpenoids	Cadinane sesquiterpenoids	http://www.wikidata.org/entity/Q103811330	Rhinocladiella similis	120625.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Chaetothyriales']	['Herpotrichiellaceae']	['Unknown']	['Rhinocladiella']	['Rhinocladiella similis']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	3	3.9521045684814453	1	793	Terpenoids	1.0	Sesquiterpenoids	1.0	Cadinane sesquiterpenoids	1.0
1064	4635	22.0	0.35695767	ISDB	http://www.wikidata.org/entity/Q104917830	ASHFJTARVFWHHX-WFASDCNBSA-N	InChI=1S/C15H16O3/c1-9-8-17-5-4-15(3)7-13-11(6-12(9)15)10(2)14(16)18-13/h4-5,7-8,12H,6H2,1-3H3/t12-,15-/m0/s1	CC1=COC=C[C@@]2(C)C=C3OC(=O)C(C)=C3C[C@@H]12	C15H16O3	nan	244.109944372	(1S,9R)-1,6,10-trimethyl-4,12-dioxatricyclo[7.5.0.0³,⁷]tetradeca-2,6,10,13-tetraen-5-one	ASHFJTARVFWHHX	Terpenoids	Sesquiterpenoids	Elemane sesquiterpenoids	http://www.wikidata.org/entity/Q737745	Tubipora musica	552152.0	['Eukaryota']	['Metazoa']	['Cnidaria']	['Anthozoa']	['Alcyonacea']	['Tubiporidae']	['Unknown']	['Tubipora']	['Tubipora musica']	nan	['Eukaryota']	['Metazoa']	nan	nan	nan	nan	nan	nan	nan	2	2	4.427830696105957	1	70	Terpenoids	0.6428571428571429	Sesquiterpenoids	0.6428571428571429	Guaiane sesquiterpenoids	0.6428571428571429
1065	4637	20.0	0.3619879	ISDB	http://www.wikidata.org/entity/Q105153699	LLRZUAWETKPZJO-VFABXPAXSA-N	InChI=1S/C14H24O2/c1-3-4-5-6-7-8-9-10-11-12-13-16-14(2)15/h4-7H,3,8-13H2,1-2H3/b5-4?,7-6+	CCC=C/C=C/CCCCCCOC(C)=O	C14H24O2	nan	224.177630008	(7E)-dodeca-7,9-dien-1-yl acetate	LLRZUAWETKPZJO	Fatty acids	Fatty esters	Wax monoesters	http://www.wikidata.org/entity/Q815051	Lobesia botrana	283276.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Lepidoptera']	['Tortricidae']	['Olethreutini']	['Lobesia']	['Lobesia botrana']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	nan	nan	nan	nan	nan	4	1	5.947951316833496	1	30	Fatty acids	0.7176470588235294	Monoterpenoids	0.6705882352941176	Acyclic monoterpenoids	0.4117647058823529
1066	4640	20.0	0.410812	ISDB	http://www.wikidata.org/entity/Q104917830	ASHFJTARVFWHHX-WFASDCNBSA-N	InChI=1S/C15H16O3/c1-9-8-17-5-4-15(3)7-13-11(6-12(9)15)10(2)14(16)18-13/h4-5,7-8,12H,6H2,1-3H3/t12-,15-/m0/s1	CC1=COC=C[C@@]2(C)C=C3OC(=O)C(C)=C3C[C@@H]12	C15H16O3	nan	244.109944372	(1S,9R)-1,6,10-trimethyl-4,12-dioxatricyclo[7.5.0.0³,⁷]tetradeca-2,6,10,13-tetraen-5-one	ASHFJTARVFWHHX	Terpenoids	Sesquiterpenoids	Elemane sesquiterpenoids	http://www.wikidata.org/entity/Q737745	Tubipora musica	552152.0	['Eukaryota']	['Metazoa']	['Cnidaria']	['Anthozoa']	['Alcyonacea']	['Tubiporidae']	['Unknown']	['Tubipora']	['Tubipora musica']	nan	['Eukaryota']	['Metazoa']	nan	nan	nan	nan	nan	nan	nan	2	2	4.643248081207275	1	70	Terpenoids	0.6428571428571429	Sesquiterpenoids	0.6428571428571429	Guaiane sesquiterpenoids	0.6428571428571429
1067	4641	11.0	0.5447453	ISDB	http://www.wikidata.org/entity/Q82646993	WOOJTOCLPCVUBF-UHFFFAOYSA-N	InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h8-9H,2-7,10-13H2,1H3,(H,15,16)	CCCCCCCC=CCCCCC(=O)O	C14H26O2	nan	226.19328007200002	tetradec-6-enoic acid	WOOJTOCLPCVUBF	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	http://www.wikidata.org/entity/Q13653311	Haminoea templadoi	2884191.0	['Eukaryota']	['Metazoa']	['Mollusca']	['Gastropoda']	['Cephalaspidea']	['Haminoeidae']	['Unknown']	['Haminoea']	['Haminoea templadoi']	nan	['Eukaryota']	['Metazoa']	nan	nan	nan	nan	nan	nan	nan	2	0	4.178981304168701	1	-1	nan	nan	nan	nan	nan	nan
1068	4642	22.0	0.5150198	ISDB	http://www.wikidata.org/entity/Q82935436	SJNCSXMTBXDZQA-SECBINFHSA-N	InChI=1S/C14H18O2/c1-8-6-11-7-9(2)14(16)13(11)10(3)12(8)4-5-15/h6,9,15H,4-5,7H2,1-3H3/t9-/m1/s1	Cc1cc2c(c(C)c1CCO)C(=O)[C@H](C)C2	C14H18O2	nan	218.130679816	(2R)-6-(2-hydroxyethyl)-2,5,7-trimethyl-2,3-dihydroinden-1-one	SJNCSXMTBXDZQA	Terpenoids	Sesquiterpenoids	Illudalane sesquiterpenoids	http://www.wikidata.org/entity/Q2289323	Opisthoncus bellus	3544001.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Arachnida']	['Araneae']	['Salticidae']	['Unknown']	['Opisthoncus']	['Opisthoncus bellus']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	nan	nan	nan	nan	nan	nan	3	3	6.560079097747803	1	244	Terpenoids	0.9285714285714286	Sesquiterpenoids	0.9285714285714286	Illudalane sesquiterpenoids	0.42857142857142855
1069	4657	26.0	0.4514544	ISDB	http://www.wikidata.org/entity/Q82935436	SJNCSXMTBXDZQA-SECBINFHSA-N	InChI=1S/C14H18O2/c1-8-6-11-7-9(2)14(16)13(11)10(3)12(8)4-5-15/h6,9,15H,4-5,7H2,1-3H3/t9-/m1/s1	Cc1cc2c(c(C)c1CCO)C(=O)[C@H](C)C2	C14H18O2	nan	218.130679816	(2R)-6-(2-hydroxyethyl)-2,5,7-trimethyl-2,3-dihydroinden-1-one	SJNCSXMTBXDZQA	Terpenoids	Sesquiterpenoids	Illudalane sesquiterpenoids	http://www.wikidata.org/entity/Q2289323	Opisthoncus bellus	3544001.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Arachnida']	['Araneae']	['Salticidae']	['Unknown']	['Opisthoncus']	['Opisthoncus bellus']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	nan	nan	nan	nan	nan	nan	3	3	6.305817604064941	1	244	Terpenoids	0.9285714285714286	Sesquiterpenoids	0.9285714285714286	Illudalane sesquiterpenoids	0.42857142857142855
1070	4660	2.0	0.3744063	ISDB	http://www.wikidata.org/entity/Q415324	FXUAIOOAOAVCGD-WCTZXXKLSA-N	InChI=1S/C8H15NO3/c10-5-2-1-3-9-4-6(11)8(12)7(5)9/h5-8,10-12H,1-4H2/t5-,6-,7-,8-/m1/s1	O[C@@H]1[C@H](O)CN2CCC[C@@H](O)[C@H]12	C8H15NO3	nan	173.10519334	swainsonine	FXUAIOOAOAVCGD	Alkaloids	Lysine alkaloids	Indolizidine alkaloids	http://www.wikidata.org/entity/Q15540220	Oxytropis riparia	7055583.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Galegeae']	['Oxytropis']	['Oxytropis riparia']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	1	1.9976252317428589	1	73	Alkaloids	0.3	Small peptides	0.25	Aminoacids	0.2
1071	4667	3.0	0.5563664	ISDB	http://www.wikidata.org/entity/Q105153699	LLRZUAWETKPZJO-VFABXPAXSA-N	InChI=1S/C14H24O2/c1-3-4-5-6-7-8-9-10-11-12-13-16-14(2)15/h4-7H,3,8-13H2,1-2H3/b5-4?,7-6+	CCC=C/C=C/CCCCCCOC(C)=O	C14H24O2	nan	224.177630008	(7E)-dodeca-7,9-dien-1-yl acetate	LLRZUAWETKPZJO	Fatty acids	Fatty esters	Wax monoesters	http://www.wikidata.org/entity/Q815051	Lobesia botrana	283276.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Lepidoptera']	['Tortricidae']	['Olethreutini']	['Lobesia']	['Lobesia botrana']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	nan	nan	nan	nan	nan	4	0	6.225465774536133	1	-1	nan	nan	nan	nan	nan	nan
1072	4674	56.0	0.28046054	ISDB	http://www.wikidata.org/entity/Q76423862	JABQZEDFZXKPOY-ICWBMWKASA-N	InChI=1S/C14H22O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h2-6,14H,1,7-13H2/b4-3+,6-5-	C=C/C=C/C=C\CCCCCCCC=O	C14H22O	nan	206.16706532400002	(9Z,11E)-tetradeca-9,11,13-trienal	JABQZEDFZXKPOY	Fatty acids	Fatty acyls	Fatty aldehydes	http://www.wikidata.org/entity/Q5334254	Apomyelois ceratoniae	737506.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Lepidoptera']	['Pyralidae']	['Unknown']	['Ectomyelois']	['Ectomyelois ceratoniae']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	nan	nan	nan	nan	nan	4	1	5.621842384338379	1	30	Fatty acids	0.7176470588235294	Monoterpenoids	0.6705882352941176	Acyclic monoterpenoids	0.4117647058823529
1073	4677	2.0	0.2579001	ISDB	http://www.wikidata.org/entity/Q105311832	WSGHUGWVKPRZLP-SFHVURJKSA-N	InChI=1S/C18H10O10/c1-5-2-8(21)6(3-19)13-9(5)16(23)27-14-7(4-20)12(22)10-11(15(14)26-13)18(25)28-17(10)24/h2-4,18,21-22,25H,1H3/t18-/m0/s1	Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(C=O)c(O)c3c(c1O2)[C@@H](O)OC3=O	C18H10O10	nan	386.02739652	(17S)-5,13,17-trihydroxy-7-methyl-9,15-dioxo-2,10,16-trioxatetracyclo[9.7.0.0³,⁸.0¹⁴,¹⁸]octadeca-1(18),3(8),4,6,11,13-hexaene-4,12-dicarbaldehyde	WSGHUGWVKPRZLP	Polyketides	Aromatic polyketides	Depsidones	http://www.wikidata.org/entity/Q59594065	Parmelia amphixanthoides	5313197.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Lecanoromycetes']	['Lecanorales']	['Parmeliaceae']	['Unknown']	['Parmelia']	['Parmelia amphixanthoides']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	1	2.5316004753112793	1	182	Polyketides	0.75	Naphthalenes	0.25	Naphthalenes and derivatives	0.25
1074	4681	1.0	0.8441557	ISDB	http://www.wikidata.org/entity/Q27103062	CCTIOCVIZPCTGO-BYPYZUCNSA-N	InChI=1S/C6H15N4O5P/c7-4(5(11)12)2-1-3-9-6(8)10-16(13,14)15/h4H,1-3,7H2,(H,11,12)(H5,8,9,10,13,14,15)/t4-/m0/s1	N=C(NCCC[C@H](N)C(=O)O)NP(=O)(O)O	C6H15N4O5P	nan	254.07800621	phosphoarginine	CCTIOCVIZPCTGO	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q33244	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	3	5.876623153686523	1	102	Amino acids and Peptides	1.0	Small peptides	1.0	Aminoacids	1.0
1075	4684	9.0	0.50006896	ISDB	http://www.wikidata.org/entity/Q105259800	SSOQZEPUQWJEIF-QCNOEVLYSA-N	InChI=1S/C12H20O3/c1-7(2)9-5-6-12(4)11(15-12)10(9)14-8(3)13/h7,9-11H,5-6H2,1-4H3/t9-,10+,11+,12-/m0/s1	CC(=O)O[C@@H]1[C@H](C(C)C)CC[C@]2(C)O[C@H]12	C12H20O3	nan	212.14124449999997	(1R,2R,3S,6S)-3-isopropyl-6-methyl-7-oxabicyclo[4.1.0]heptan-2-yl acetate	SSOQZEPUQWJEIF	Terpenoids	Monoterpenoids	Menthane monoterpenoids	http://www.wikidata.org/entity/Q159842	Stachys germanica	291074.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Lamiaceae']	['Stachydeae']	['Stachys']	['Stachys germanica']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	3	4.5002758502960205	1	134	Terpenoids	0.9090909090909091	Sesquiterpenoids	0.7878787878787878	Menthane monoterpenoids	0.6666666666666666
1076	4691	6.0	0.3518696	ISDB	http://www.wikidata.org/entity/Q82878136	SPMSMOKNNWFXOX-SECBINFHSA-N	InChI=1S/C12H20O3/c1-9(13)6-4-3-5-7-11-8-15-12(14)10(11)2/h9,13H,3-8H2,1-2H3/t9-/m1/s1	CC1=C(CCCCC[C@@H](C)O)COC1=O	C12H20O3	nan	212.14124449999997	4-[(6R)-6-hydroxyheptyl]-3-methyl-5H-furan-2-one	SPMSMOKNNWFXOX	Polyketides	nan	nan	http://www.wikidata.org/entity/Q10665216	Seiridium cardinale	530238.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Xylariales']	['Amphisphaeriaceae']	['Unknown']	['Seiridium']	['Seiridium cardinale']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	0	2.4074783325195312	1	-1	nan	nan	nan	nan	nan	nan
1077	4692	6.0	0.48467466	ISDB	http://www.wikidata.org/entity/Q110177191	IOWSKCNRTHBIOJ-INIZCTEOSA-N	InChI=1S/C16H28O3/c1-15(2)11-9-7-5-3-4-6-8-10-12-19-14-16(18)13-17/h10,12,15-18H,3-5,7,9,11,13-14H2,1-2H3/t16-/m0/s1	CC(C)CCCCCCC#CC=COC[C@@H](O)CO	C16H28O3	nan	268.20384475599997	(2S)-3-[(11-methyldodec-1-en-3-yn-1-yl)oxy]propane-1,2-diol	IOWSKCNRTHBIOJ	nan	nan	nan	http://www.wikidata.org/entity/Q4116306	Petrosia	389379.0	['Eukaryota']	['Metazoa']	['Porifera']	['Demospongiae']	['Haplosclerida']	['Petrosiidae']	['Unknown']	['Petrosia']	['Unknown']	nan	['Eukaryota']	['Metazoa']	nan	nan	nan	nan	nan	nan	nan	2	0	3.9386987686157227	1	-1	nan	nan	nan	nan	nan	nan
1078	47	2.0	0.31029925	ISDB	http://www.wikidata.org/entity/Q105109637	HFJWATQNEDWZFR-QWRGUYRKSA-N	InChI=1S/C14H17N3O3/c15-12(18)7-6-10-13(19)17-11(14(20)16-10)8-9-4-2-1-3-5-9/h1-5,10-11H,6-8H2,(H2,15,18)(H,16,20)(H,17,19)/t10-,11-/m0/s1	NC(=O)CC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC1=O	C14H17N3O3	nan	275.126991404	3-[(2S,5S)-5-benzyl-3,6-dioxopiperazin-2-yl]propanamide	HFJWATQNEDWZFR	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q843136	Penicillium	199764.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Penicillium']	['Unknown']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	3	3.741197109222412	1	201	Alkaloids	0.2894736842105263	Tryptophan alkaloids	0.10526315789473684	Dipeptides	0.07894736842105263
1079	4701	1.0	0.20861933	ISDB	http://www.wikidata.org/entity/Q77570004	ACOYLHVUGSEGKA-YTFRGWMASA-N	InChI=1S/C10H16O5/c1-5(11)2-8-10-7(12)3-6(14-10)4-9(13)15-8/h5-8,10-12H,2-4H2,1H3/t5?,6?,7-,8?,10?/m0/s1	CC(O)CC1OC(=O)CC2C[C@H](O)C1O2	C10H16O5	nan	216.099773612	(8S)-8-hydroxy-2-(2-hydroxypropyl)-3,9-dioxabicyclo[4.2.1]nonan-4-one	ACOYLHVUGSEGKA	Polyketides	Macrolides	Macrolide lactones	http://www.wikidata.org/entity/Q843136	Penicillium	199764.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Penicillium']	['Unknown']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	3	3.3344773054122925	1	490	Polyketides	0.5	Macrolides	0.5	Macrolide lactones	0.5
1080	4707	3.0	0.3895519	ISDB	http://www.wikidata.org/entity/Q77385936	XTQRPPSVJOYBFK-IHBLQFBFSA-N	InChI=1S/C8H11NO4/c1-4(10)8(13)6(11)2-5(3-9)7(8)12/h2,4,6-7,10-13H,1H3/t4-,6+,7+,8-/m0/s1	C[C@H](O)[C@]1(O)[C@H](O)C=C(C#N)[C@H]1O	C8H11NO4	nan	185.068807832	(3R,4S,5R)-3,4,5-trihydroxy-4-[(1S)-1-hydroxyethyl]cyclopent-1-ene-1-carbonitrile	XTQRPPSVJOYBFK	Amino acids and Peptides	nan	nan	http://www.wikidata.org/entity/Q3003918	Trichoderma harzianum	939829.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Hypocreales']	['Hypocreaceae']	['Unknown']	['Hypocrea']	['Trichoderma harzianum']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	1	3.0582075119018555	1	536	Amino acids and Peptides	0.6	Fatty Acids and Conjugates	0.6	Oxo fatty acids	0.6
1081	4711	1.0	0.32998595	ISDB	http://www.wikidata.org/entity/Q409082	SHZGCJCMOBCMKK-DHVFOXMCSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3+,4+,5-,6?/m0/s1	C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O	C6H12O5	nan	164.068473484	L-fucose	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	http://www.wikidata.org/entity/Q21397835	Ascoseira mirabilis	1052602.0	['Eukaryota']	['Unknown']	['Unknown']	['Phaeophyceae']	['Ascoseirales']	['Ascoseiraceae']	['Unknown']	['Ascoseira']	['Ascoseira mirabilis']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	3	3.819943904876709	1	233	Terpenoids	0.21428571428571427	Monoterpenoids	0.14285714285714285	Disaccharides	0.14285714285714285
1082	4715	3.0	0.25389454	ISDB	http://www.wikidata.org/entity/Q27116246	ILRSCQWREDREME-UHFFFAOYSA-N	InChI=1S/C12H25NO/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H2,13,14)	CCCCCCCCCCCC(N)=O	C12H25NO	nan	199.19361442	lauramide	ILRSCQWREDREME	Fatty acids	Fatty amides	Primary amides	http://www.wikidata.org/entity/Q306939	Apis cerana	625771.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Apidae']	['Apini']	['Apis']	['Apis cerana']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	nan	nan	nan	nan	5	3	7.515578269958496	1	51	Fatty acids	0.24	Sesquiterpenoids	0.12	Primary amides	0.12
1083	473	1.0	0.5896241	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	YCJNYHCCOXVYAF	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	2.3584964275360107	1	54	Alkaloids	0.10714285714285714	Aromatic polyketides	0.07142857142857142	Sorbicilinoids	0.07142857142857142
1084	474	25.0	0.41827053	ISDB	http://www.wikidata.org/entity/Q105269791	UCBOCFFXBGGPKI-PXSMZSCLSA-N	InChI=1S/C14H22O3/c1-8-6-11(16)7-10-4-5-12(17)13(9(2)15)14(8,10)3/h7-8,11-13,16-17H,4-6H2,1-3H3/t8-,11+,12-,13-,14+/m0/s1	CC(=O)[C@H]1[C@@H](O)CCC2=C[C@H](O)C[C@H](C)[C@]21C	C14H22O3	nan	238.15689456400003	1-[(1R,2S,6R,8S,8aS)-2,6-dihydroxy-8,8a-dimethyl-2,3,4,6,7,8-hexahydro-1H-naphthalen-1-yl]ethanone	UCBOCFFXBGGPKI	Terpenoids	Sesquiterpenoids	Nardosinane sesquiterpenoids	http://www.wikidata.org/entity/Q3182257	Lemnalia laevis	4713412.0	['Eukaryota']	['Metazoa']	['Cnidaria']	['Anthozoa']	['Alcyonacea']	['Nephtheidae']	['Unknown']	['Lemnalia']	['Lemnalia laevis']	nan	['Eukaryota']	['Metazoa']	nan	nan	nan	nan	nan	nan	nan	2	3	5.173082113265991	1	513	Terpenoids	0.6666666666666666	Sesquiterpenoids	0.6666666666666666	Nardosinane sesquiterpenoids	0.3333333333333333
1085	4744	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q72493345	HNTZKNJGAFJMHQ-UHFFFAOYSA-N	InChI=1S/C7H7NO2/c1-5-6(7(9)10)3-2-4-8-5/h2-4H,1H3,(H,9,10)	Cc1ncccc1C(=O)O	C7H7NO2	pos_1_1proton	137.047678464	2-methylpyridine-3-carboxylic acid	HNTZKNJGAFJMHQ	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids	http://www.wikidata.org/entity/Q310045	Aenictus	169919.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Unknown']	['Aenictus']	['Unknown']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	nan	nan	nan	6	3	7.5	1	8	Alkaloids	0.0989010989010989	Nicotinic acid alkaloids	0.054945054945054944	Pyridine alkaloids	0.054945054945054944
1086	475	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q43035170	JUGNVZAVZDAHMJ-UPGMHYFXSA-N	InChI=1S/C20H36O6/c1-2-3-4-5-6-7-14(21)8-15(22)9-16(23)10-17-11-18-12-19(25-17)13-20(24)26-18/h14-19,21-23H,2-13H2,1H3/t14-,15-,16-,17-,18-,19+/m1/s1	CCCCCCC[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H]1C[C@@H]2C[C@@H](CC(=O)O2)O1	C20H36O6	pos_1_minus1proton2sodium	372.25118887199994	polyrhacitide B	JUGNVZAVZDAHMJ	Polyketides	Cyclic polyketides	2-pyrone derivatives	http://www.wikidata.org/entity/Q3651878	Polyrhachis lamellidens	507108.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Camponotini']	['Polyrhachis']	['Polyrhachis lamellidens']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	nan	nan	nan	6	3	7.5	1	814	Polyketides	0.5	Cyclic polyketides	0.5	2-pyrone derivatives	0.5
1087	477	3.0	0.32250673	ISDB	http://www.wikidata.org/entity/Q27116246	ILRSCQWREDREME-UHFFFAOYSA-N	InChI=1S/C12H25NO/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H2,13,14)	CCCCCCCCCCCC(N)=O	C12H25NO	nan	199.19361442	lauramide	ILRSCQWREDREME	Fatty acids	Fatty amides	Primary amides	http://www.wikidata.org/entity/Q306939	Apis cerana	625771.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Apidae']	['Apini']	['Apis']	['Apis cerana']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	nan	nan	nan	nan	5	3	7.790026664733887	1	51	Fatty acids	0.24	Sesquiterpenoids	0.12	Primary amides	0.12
1088	4770	3.0	0.3895519	ISDB	http://www.wikidata.org/entity/Q77385936	XTQRPPSVJOYBFK-IHBLQFBFSA-N	InChI=1S/C8H11NO4/c1-4(10)8(13)6(11)2-5(3-9)7(8)12/h2,4,6-7,10-13H,1H3/t4-,6+,7+,8-/m0/s1	C[C@H](O)[C@]1(O)[C@H](O)C=C(C#N)[C@H]1O	C8H11NO4	nan	185.068807832	(3R,4S,5R)-3,4,5-trihydroxy-4-[(1S)-1-hydroxyethyl]cyclopent-1-ene-1-carbonitrile	XTQRPPSVJOYBFK	Amino acids and Peptides	nan	nan	http://www.wikidata.org/entity/Q3003918	Trichoderma harzianum	939829.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Hypocreales']	['Hypocreaceae']	['Unknown']	['Hypocrea']	['Trichoderma harzianum']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	1	3.0582075119018555	1	536	Amino acids and Peptides	0.6	Fatty Acids and Conjugates	0.6	Oxo fatty acids	0.6
1089	4772	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q82934919	STSOHAOGZMLWFR-UHFFFAOYSA-N	InChI=1S/C10H10O4/c1-5-9(12)6-3-2-4-7(11)8(6)10(13)14-5/h2-5,9,11-12H,1H3	CC1OC(=O)c2c(O)cccc2C1O	C10H10O4	pos_1_1proton1ammonium	194.05790880000004	4,8-dihydroxy-3-methyl-3,4-dihydro-2-benzopyran-1-one	STSOHAOGZMLWFR	Shikimates and Phenylpropanoids	Coumarins	Isocoumarins	http://www.wikidata.org/entity/Q12860555	Camponotus quadrisectus	544754.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Camponotini']	['Camponotus']	['Camponotus quadrisectus']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	nan	nan	nan	6	3	7.5	1	516	Shikimates and Phenylpropanoids	1.0	Coumarins	1.0	Isocoumarins	1.0
